rating,date,review
3.5,"Oct 6, 2021","Good movie. Love to see that Korean movies are becoming mainstream. Little boring sometimes, but overall is pretty good."
5.0,"Oct 5, 2021",Masterpiece. A must-watch for any film connoisseur.
5.0,"Oct 3, 2021","Revisiting this movie after Squid Game. While the two have no relation, I can't help but pair them together. They both reflect the harsh reality of social hierarchy, loan sharks, financial instability, and the filthy rich. Combinations which, as we see in both Parasite and Squid Game, lead to utter chaos."
5.0,"Sep 29, 2021",A masterpiece of original filmmaking.
5.0,"Sep 24, 2021","Best movie of 2019 and the best Non-English movie ever made. Even though it can be hard to focus on the subtitles and the movie at the same time, it never fails to serve one of the best cinematic experiences ever."
5.0,"Sep 24, 2021","A very accurate depiction of the wealth gap that is relatable anywhere you go in the world. It shows how desperate people become for money and the small, subtle messages throughout the film make the movie even more exciting to watch."
5.0,"Sep 18, 2021",a really good movie and bcuz of it i start watching some korean movies
4.0,"Sep 18, 2021","Fantastic. Definitely a different feel from most movies I've seen. Worth the watch and the insight into the social commentary. I had a very different perception of this movie when I saw its poster. It definitely turns dark very quickly at the end, but then has a nice yet eerie resolution in the end. Would recommend if you enjoy film and something different."
5.0,"Sep 18, 2021","Parasite movie is outstanding. It has many levels, great detail and a fresh, even harsh look at the rich-poor divide in the world today. Some scenes evoke Tarantino's signature, but it is made in the best tradition of Japanese movie art. You cannot stop to think about this film even next day. Every body must see it and think about our wrong world where one part lives in prosperity and the other part struggles restlessly to survive."
3.0,"Sep 14, 2021","Since it received the 2020 Best Picture Academy award, I felt compelled to watch the film despite the fact that it was sub-titled with no English overdub or Audio Description. Too bad I hadn't taken more than a couple of semesters of French in high school, since they did have a French overdub track. ;-) It was a decent film. I'm not sure it was worthy of best picture, though."
4.5,"Sep 14, 2021",Hold on to your seats lots of twists and turns
5.0,"Sep 12, 2021","A surprising like for me. Though, not sure why, since I watch subtitled shows all the time in Japanese. I really enjoyed the peek into Korean culture, or at least what I assume to be Korean culture. It's fresh and different. It blends seriousness and comedy very well, and it's definitely up there for movies I've seen. I'm not entirely sure about the message itself. I rarely find that movies can deliver a stellar message, like a book can, as they don't seem to have enough time. But it's very entertaining and worth re-watching, which I wouldn't say about too many movies."
5.0,"Sep 11, 2021","This was quite a film, the outturning events are rather very unexpected yet somehow plausible, you can't possibly predict the ending from its beginning. the characters actions were messed up and led to their deteriorating eventually, but we tend to not focus on the circumstances that led to those actions, It's perhaps the inevitable damage emerging out of endless desperation."
3.5,"Sep 10, 2021","Enjoyable yet anxiety ridden. A good watch, but doesn't quite warrant all the praise it gets. Good acting and a somewhat interesting plot."
4.5,"Sep 2, 2021",One of the best Korean movies I've watched. The soundtrack itself was amazing. 9/10
5.0,"Sep 1, 2021","This movie is wild. Thrilling, funny, suspending, etc. great movie. Very unpredictable as well, which I liked, made me more engaged"
5.0,"Aug 29, 2021",One of my favorite movies!
5.0,"Aug 28, 2021","What a rollercoaster. The first thing that stood out was the cinematography and environments in this film which are gorgeous. The structure of the story is subtle and peels away layers as its interesting characters become more involved in the plot. The music elegantly heightens the tone of this film too. The film is multilayered and universal in its themes but may lose some nuisance in the narrative screenplay due to its translation and being ingrained in Korean culture. People leeching off of others is apparent. The social commentary here is blatant. Karma is a thing. But what I felt resonated most was the importance of family. The theme continuously appears throughout this film without you even realising but is ultimately driven home in the final scenes. Bong Joon Ho has constructed a modern film that hits the current zeitgeist of today, but in a way that will not become dated. Parasite is a weave of dark tones, intrigue, mystery, and humour, and is the pinnacle of modern international cinema today."
5.0,"Aug 24, 2021","I truly love this film. Its' dark, witty class satire is unlike anything I've seen in a long while."
5.0,"Aug 23, 2021",Enjoyed this more then I expected.
5.0,"Aug 22, 2021","Parasite is Bong Joon-ho's best work. With incredible Acting, Cinematography, Writing, Lighting and more that's just sandwiched brilliantly together! It's one of my favorite films right next to Evil Dead II."
5.0,"Aug 14, 2021",This movie kept me on the edge of the seat and I want to watch it again very soon. Crazy good.
5.0,"Aug 14, 2021","In the era of the complete domination of the superhero movies, Parasite is a symbol of sagacity with its allegorical story telling. Maybe a wake up call for Hollywood that CGI is not the one-way road to success."
4.0,"Aug 13, 2021","Interesting and entertaining, but not nearly as deep as people think."
5.0,"Aug 9, 2021","Only one word can define this movie: Spectacular.. I believe that giving academy award to it is one of the wisest decisions the academy has made... The story, its structure, the analogies and metaphors at the background, acting, the ending... Everything was great.. Strongly recommended.. Must watch.."
5.0,"Aug 2, 2021","A perfect example of ""I think I know what this is, oh wait, oh no"", the movie is surprising, enjoyable, and thrilling, and it's interesting how every little thing plays in the story. A really nice movie!"
4.0,"Jul 30, 2021","This Korean movie is a great one with lots of fun and trouble. The poor family help out in a rich families home, and make a lot of money. They discover secrets about the house that not even the rich people know of. Will they tell anyone or will they loose everything if discovered."
3.5,"Jul 28, 2021",‘The true measure of any society can be found in how it treats its most vulnerable members' A black comedy on social inequality! Something different!
5.0,"Jul 26, 2021","i like realism film very much , most of south kroea movie are good at it, and i think parasite is the best one. it shocked me a lot the first time i watched it"
5.0,"Jul 25, 2021",One of the best movies of 2019
4.5,"Jul 24, 2021","No turn that Bong Joon-ho's Parasite takes is expected, this is a thrilling, insane film that's never ever boring."
5.0,"Jul 24, 2021",The first-ever movie I watched that was in another language. The cinematography and filming was incredible. And the ending was really good. Highly Recommend. I really hope there is a parasite 2.
5.0,"Jul 23, 2021","Work of art, such a good movie, a raw look into reality and the ""fight"" of social classes, I don't thing we´ll see sth as good as this one in a few years."
3.5,"Jul 20, 2021","Good, but not great."
5.0,"Jul 20, 2021",BAM SMACK POW MIND BLOWN
5.0,"Jul 19, 2021","Another rewatch, and this time it's another Bong Joon-Ho incredible work. The first half was funny and entertaining due to the witty ways that the main family climbed their ways into making a living. This wouldn't work well without the brilliant acting from the cast as well as the clever script. The second half was where the themes became apparently clear. The intestines scenes showed the struggles and determinations that the lower class had in order to climb up the society. Through the conversations, we had a maddening look at the differences between the two social classes, and how fed up one can feel. The use of symbolism was brilliant and subtle, which made the script even more masterful. Overall, arguably Bong Joon-Ho's best work. 9.5/10"
5.0,"Jul 11, 2021","'Parasite' is an incredible, thrilling, suspenseful, twisty, sophisticated film. Not one moment on screen is wasted when this exciting plot is unfolding. It is very difficult to praise this film without revealing any spoilers, but if you are even curious about watching this, watch it. The discussion about the classism around the world is incredibly realized. Every actor does a wonderful job and the production value is really strong which just adds to the value of the film itself."
4.0,"Jul 9, 2021",A movie that digs deep into human psychology.
5.0,"Jul 7, 2021","This movie is truly a masterpiece. The storytelling and plot are just so well thought out and complex, and the acting is outstanding. Parasite is honestly one of the best movies I have ever watched."
5.0,"Jul 7, 2021",great movie! A great cast with a great plot cant ask much better than that for a movie!
5.0,"Jul 6, 2021","Wow, this family is so poor that they don't even live on ground level, they live below the street, below society. I like the mother, she's sassy and doesn't give a damn to speak her mind. Wow, that place is like a fortress. It's so beautiful, pristine like a palace. It looks like it doesn't even belong in the city. Something's kind of fishy with this huge house and it's inhabitants and I'm very curios as to what happens. I've noticed from watching several Korean movies, that they have a really good sense of humor. Almost very random and unexpected when it happens. The madame is quite attractive, she's cute. She's also very lively and has a great sense of humor. Hmm, that wall illuminating all the dishes and kitchen ware seems important, very interesting. These poor kids are really street smart, what they lack in wealth, they may up for with wits and grit. Fake it till you make it I guess is their motto. Wow, I don't know what to think about this poor family. Their motives and their plan is quite diabolical. They've basically gotten rid of all the help the rich family had. They even got rid of the housekeeper who seemed like a nice older lady. They seem kind of scum baggy to me, they're scummy people. I'm beginning to think that this poor family isn't a family at all and maybe they like work for the same company or person or something? Dude wtf is going on? Lol! There's this underground room where the old housekeeper's husband is living down there? Dude this is so fucking weird. I can't believe they got away with that escape. Holy shit, that was butt clenching. It's at this moment that the movie shifts into a completely different direction and even changes in mood and genre becoming more of a thriller/horror. It seems like the main theme is this movie is lies and deception. What you see, isn't really what you get and you can't really trust just about anyone, even if they're recommended by a reliable source. It's very odd to watch unfold, but this poor family has basically integrated themselves into the lives of this rich family. I guess they're all parasites feeding off this rich family. I don't know why but now I feel like the rich family is going to do something unexpected. I feel like there's going to be some kind of fucked up twist that's going to happen. They were the stink bugs all along, the lower class, the poor. There was a lot of twisted moments from both families. Beautifully filmed. The cinematography and compositions are impeccable. A feat of technical perfection. Brilliantly and cleverly written. Masterfully executed and filled with plenty of beautiful symbolism and metaphors. My only problem with the movie is that it's hard to relate to any of the characters since they're all essentially parasites and they all have really scummy characteristics to them, both the poor and the rich families. I guess I could relate the most to the rich families son and daughter. Watching this movie movie was something very exciting and thrilling, I didn't know what to expect next. I would definitely watch this movie again."
3.5,"Jul 3, 2021",A very good film. Is it the sixth best film ever made in the history of time? No. It is not the sixth best film ever made in the history of time. Can we calm down please? This is a good film. Let's leave it at that.
5.0,"Jul 2, 2021","Audiovisualmente hermosa, actuaciones espectaculares y una trama que te mantiene expectante, sin duda parasite es una obra maestra que logra transmitir el suspenso y la angustia al espectador; y dar un claro mensaje sobre el panorama de la desigualdad económica en la sociedad."
5.0,"Jun 28, 2021",The perfect combination of the genius mind of Bong Joon Ho with an all-around stellar cast creates arguably one of the greatest films ever made.
5.0,"Jun 25, 2021","A MASTERPIECE! Oh my, this film is unlike any other I've ever watched. Parasite truly proves that Koreans are capable of competing in anything. It's no surprise that this film has received countless honors and nominations, particularly at the Oscars, because it deserves them all. And the finale tho. It's a little bloody and disturbing, but it's also extremely satisfying. It's like watching Once Upon a Time in Hollywood all over again, but much better. I don't think I need to go into detail because it's flawless in every way. A film that is both distinctive and realistically remarkable. Go ahead and watch it on your own!"
5.0,"Jun 24, 2021",An absolute masterpiece. A truly thrilling film that keeps you on edge.
4.5,"Jun 22, 2021","A dramatic and thrilling piece of film, a commentary on how lower class and upper class citizens are viewed and treated. The ending felt rather…far fetched, but it definitely didn't take away from the meaning of the film. I loved this, definitely deserving of a watch and 2019's film of the year."
4.5,"Jun 18, 2021",It's no wonder that this movie won an Oscar. It's nice seeing a fresh story. The acting was really good. I liked seeing how Koreans live and how they're culturally different from us.
0.5,"Jun 18, 2021",One of the most overestimated films in history.
4.5,"Jun 15, 2021","great, cool storyline, interesting and really good acting"
4.5,"Jun 12, 2021","Great film, definitely deserved best picture"
5.0,"Jun 11, 2021",) It was just a masterpiece.The director is a legendary writer too.
5.0,"Jun 10, 2021","What a masterpiece. A movie that makes you forget you're watching a movie. Even without the twist, it was still a brilliant film."
3.0,"Jun 8, 2021",The idea and the story is great. The end is poor.
5.0,"Jun 4, 2021","Simply just a masterpiece. Amazing story, excellent performances, beautiful cinematography. Please don’t let the language barrier prevent you from seeing this. One of the best films I’ve ever seen."
5.0,"May 31, 2021","With amazing visuals, a solid cast, and a story that keeps your heart thumping, Parasite is a work of art and a must-see film."
3.5,"May 29, 2021",Overrated in my opinion but a good movie.
3.5,"May 28, 2021",It was fine. but nothing so Interesting.
5.0,"May 27, 2021","technically masterful, with excellent performances - a practically flawless film and an extremely powerful commentary on capitalist society"
4.5,"May 26, 2021",Increíblemente interesante...
5.0,"May 25, 2021",A work of art. Genius film
5.0,"May 25, 2021","An all-around masterpiece. The plot and storytelling is spot on and perfectly paced. I was hooked the whole way when watching this film, it is a must-see. Well-deserving of the Academy Award for Best Picture, without a doubt."
5.0,"May 22, 2021",Simply amazing. Superb story and acting. Can't wait to see it again.
4.5,"May 22, 2021",Incredible cinematic experience.
3.0,"May 20, 2021",This was well made but very long and very bleak! Also I hated the kid being obsessed with First Nations cultural stereotypes I get that it's supposed to be symbolic of the rich family's insensitivity but using bastardized versions of a peoples' sacred cultural artifacts for symbolism in your movie seems still not great! Idk.
4.0,"May 18, 2021","Parasite is the most original social satire feature to have come out in the 2010s. It has comedy, drama, mystery, suspense, and (somewhat) horror. The ending wasn't too good, it felt like they didn't know how to give a film with this type of commentary a satisfying ending. But mostly, Parasite is a fantastic film that must be seen!"
5.0,"May 15, 2021","The struggling Kim family sees an opportunity when the son starts working for the wealthy Park family. Soon, all of them find a way to work within the same household and start living a parasitic life."
5.0,"May 14, 2021",An uncommon film with incredible storytelling in an unsuspecting package. You won't even realize its intricacy in between the zany mixture of comedy and suspense until well after you've watched the movie. Masterful. Flawless direction and cinematography.
3.0,"May 9, 2021",[The] toxicity of victim-thought.
4.0,"May 6, 2021",Very good acting with great plot twists.
4.5,"May 5, 2021",The only funny comedy that has come out on international stage for the last 7 years. And it had to come from outside the US.
4.5,"May 4, 2021","I decided to watch this movie after seeing it recommended to me everywhere, I began the film inferring from the title that it would be a really good apocalyptic movie but I came to realise the film was just a metaphor of the Japanese wealth divide and how far some people may go to earn enough to get by. The entire film failed to surprise me, though the ending felt too short"
5.0,"May 1, 2021","Watch it!!!!!!! I don't need to say a word, just trust me."
5.0,"Apr 29, 2021","unlike the justice league the snyder cut the parasite is not 4 hours long and actually good and balances its comedy, drama and horror elements with razor precision therefore it is pretentious therefore it is not kino"
5.0,"Apr 28, 2021","One of the best films I've ever seen in my life, couldn't have been executed better. Brilliant actors, amazing script, great twist, just marvelous!"
5.0,"Apr 28, 2021",100% fresh baby no puedes darle menos a esto
5.0,"Apr 27, 2021","This movie is a masterpiece in all senses. Parasite portrays the intimate true about the social classes. The movement of characters show how the difference between classes in life occurs. The colors and the photography speak without using words. The script is amazing, the film is of elegant suspense that doesn't show itself and makes the audience scream Wow! every moment. I think is a good movie to explain the social issues in a decadent society, which only cares about not losing its position of power."
5.0,"Apr 27, 2021",A masterpice with a heavy a realistic critic to the society.
5.0,"Apr 26, 2021",Brilliantly compelling commentary on the ways in which the rich feed off the poor and vice versa - although only one side is doing so for survival. The disturbing climax illustrates vividly the great equalizing factor for all. Masterful storytelling that sticks with you.
5.0,"Apr 24, 2021","This film is unpredictable, creative, funny, suspenseful and the acting is fantastic. Best film I've seen in a long time."
5.0,"Apr 24, 2021","An invigorating and engaging take on class divide as well as the meaning of family. This film seems to go through many genres, yet it does so seamlessly."
5.0,"Apr 24, 2021","This film begins with the image of a pile of socks drying near the narrow window of Ki-Taek's house. He lives on an ""intermediate floor"", a kind of basement whose view overlooks a trash can where a homeless person urinates. The four family members are constantly dirty, moving between cramped rooms as they search for a free Wi-Fi network in the neighborhood. The description of this family is grotesque, just as the bourgeois description of the Park family will be grotesque. The latter inhabit the spacious house created by a famous architect, where the four members are scattered around the rooms and get bored with all the technology and objects at their disposal. The two cores are identical opposites (father, mother, daughter and son), like the reflection of a mirror. Director Bong Joon-ho moves on to a caricature view of the social classes, whose stratification is represented by the literal structure of the houses - see the rich man's house, the poor's middle floor and a basement, an even more precarious level that will play an important role in the plot. While the Park's wealth makes them naive and ignorant (no curiosity for the world around them due to the ease of their possessions), the protagonists' poverty motivates trickery, the ability to create all possible tricks to ascend socially. It does not take long before families meet and the unemployed manage to infiltrate the wealthy house, one by one, gaining the trust of new employers. The notion of parasitism suggested by the title works perfectly to describe the central conflict. The first half of the narrative is a delightful comic farce. The plans devised by father (Song Kang-ho), mother (Chang Hyae-jin), daughter (Park So-dam) and son (Choi Woo-sik) are as simple as they are hilarious, working only thanks to the Park's innocence. The director is not deprived of creating really exaggerated scenes, betting on physical humor and the blows of destiny that contribute to the success of the mission. The viewer needs to show a high degree of indulgence to believe in some of the twists and turns, as well as certain elements of suspense introduced along the way. Joon-ho is much more interested in the symbolic value of the actions and characters than in the verisimilitude of the plot, which becomes an allegorical fable of ants and cicadas, foxes and chickens. Fortunately, as suspense sets in, Parasite takes the precaution of expanding the social scope and visiting other families in a situation as precarious as that of the protagonists. This is the time to reveal the different ways of dealing with difficulties, so that the parasitism of Ki-Taek and her family is not seen as the only possible way out. The flood scene proves to be particularly effective in affecting the lower floors while preserving the upper floors. Aesthetically, the project demonstrates the pragmatic elegance of the director, who never sacrifices understanding in the name of beauty. The filmmaker proves an excellent mastery of tones, directing the scribe, the touching drama and the dark suspense in different, yet organic and permeable ways. Finally, it is not surprising that the narrative leads to tragedy. The script sees violence as the only possible outcome for the clash between extreme poverty and ostentatious wealth, between the boss's hypocritical education (who even likes the employees, despite having a ""subway smell"") and the restrained aggressiveness of the employees. The film builds a time bomb, accentuating differences and social injustices until it explodes in a bloody climax. In this way, it allegorically represents the class struggle, the ideas of possession and appropriation in the contemporary era. It is commendable that the text dedicates a privileged space for cell phones, ""gourmet balconies"", the back rooms - so many elements representative of the times in which we live. When the son is faced with a serious problem, he tries to put himself in the place of the rich friend: ""What would Min do in this situation?"", he asks. Her sister replies: ""Min would never be in this situation"". Perhaps this is the best summary of the tragicomic discourse, according to which social mobility is an illusion, and Hollywood dreams of affective reconciliation between rich and poor deserve to be ridiculed. For a family to occupy the Park home, the ultimate symbol of success, it is necessary for another family to leave, even if it is by force. To ascend to the top of the pyramid, the only way is war."
3.5,"Apr 23, 2021",good movie http://123telugumoviehd.com/
4.5,"Apr 23, 2021","It has a brilliant premise, clever writing, and a style that's uniquely its own. There's something in it for anyone to enjoy. https://letterboxd.com/josephtomastik/film/parasite-2019/"
3.5,"Apr 23, 2021","Very overrated, but it's still good."
5.0,"Apr 23, 2021","Absolutely stunning in every way. Filmed beautifully, amazing story, twists and turns. A+"
3.5,"Apr 23, 2021","I wonder how long it took for the writer to come up with a story like this. I appreciate each and every technician and actor who's a part of this project, for giving the audience a film unlike any others out there."
4.5,"Apr 20, 2021","Normally I'm not much into Korean entertainment. The only Korean entertainment I have ever consumed is PUBG. So I didn't know what to expect when I begun watching this film. I saw it with a blank slate, with no preformed opinion whatsoever. The only time I had seen a Korean film before was The Train to Busan, and that too is made by Bong Joon-Ho. I had watched it from somewhere in the middle when it was coming on TV. So in a way we can consider this is the first Korean film that I watched. Parasite is a film that makes us feel uncomfortable on purpose. It makes us think what we will do in a situation like this. The Kim family is in a desparate need of money, and the son in the house gets a fake degree to teach at a rich family's house. He learns about the whole family and slowly manipulates the mistress of the house into hiring his other family members over there. Afterwards the family starts getting the already existing servants fired over false accusations and completely takes over the house. Things don't go too well for the Kim family, as one day they decide to live in the mansion while the Park family is away. And then the previous cook comes back and finds out that all of them are the members of the same family. To hide this, they fight and accidentally kill her, and it's at that very moment the Park family comes back.nThey had to hide under their table for the night and then find the perfect opportunity to escape. Later at Dae-Woo's birthday the cook's husband comes out of his hiding and kills Ki-Jung. The family is completely separated, with Ki-Taek hiding in the same basement where the cook's husband was hiding The only part about this film I don't like is when Ki-Taek kills Mr Park. There are many people defending this part saying that it was the last straw and that Ki-Taek had no more control over his emotions, but this scene would have made sense only if either Ki-Taek was shown to be mentally unstable from the beginning, or if Mr Park hated Ki-Taek for some really deep reason other than his body smell. Nothing justifies his this act. But other than that I liked everything about this movie - the uneasy feelings that it was able to invoke, the acting, the dialogues, the story most of all, everything is phenomenal. Parasite completely lives up to being the Oscar winner that it is. Although it's for a mature audience, I won't mind showing it to someone who hasn't watched it already. It's a masterpiece that deserves the popularity it got and Bong Joon-Ho shall be remembered for it for days to come."
5.0,"Apr 18, 2021","It's a great movie , with amazing visual lenguage makes you feel disturbed , it's funny and clever"
5.0,"Apr 18, 2021",Very painful after watching
4.0,"Apr 17, 2021","The movie is very important by reporting the social inequality, seen in the big differences between the houses in which the two families live, the employments of the both, how life is easilier to the rich family e all the difficulties that the poor family has to deal with. Another thing very well expressed in the movie are the selfishness of the dominant class, when after the man hided in the basement be killed, all the boss have to say is about the ""poor smell"" of the man that had just lost his life. Also, the movie handles very well that belonging to the dominant class brings some symbols, as the rich family daugher's access to foreign language classes, and the youngest son's access to art classes. And, in addition, rely on the services of more than one domestic employee. My only reservation about the movie is that it's history would be better exploited if it proposed a collective response to the social inequality, and not as response to it the social ascension of few people, which is desired by the poor family soon. That way, he would save his father that stayed at the rich house's basement. Finally, the actor's performances and the script are very well directed, knowing when to give the drama tone or even the comedy tone, when it was necessary."
5.0,"Apr 17, 2021",Cool movie with chilling scenes.
5.0,"Apr 12, 2021",This movie doesn't waste a minute. Seamless and entertaining story.
5.0,"Apr 9, 2021","One of my favorite movies of all time. Funny, riveting, beautifully shot, amazing work from all the crew. Highly Recommend! 100/100"
